,EncryPatchName
0,_9364.38060106188_12167.472651832783.png
1,_49757.78347065216_-7756.0159974467315.png
2,_18367.2401065221_7570.190568058893.png
3,_-16841.453378792947_5.04570358286071.png
4,_-43987.65565670751_-36876.56758339054.png
5,_7321.708553603773_2740.0428551464142.png
6,_49660.90398165375_29616.506905141094.png
7,_-15021.365999679292_-8750.72984821768.png
8,_-1580.701762309383_18399.081928865577.png
9,_-14612.762130706393_20257.007946011574.png
10,_-25106.54926984854_-14293.561256002378.png
11,_7505.928456947391_3444.3026141748633.png
12,_10079.08093195169_-6086.053811293285.png
13,_-9135.943791397089_238.24984032524526.png
14,_1368.9579942399714_29319.80416630351.png
15,_3099.3561548886437_-6227.20119777376.png
16,_6180.923376614158_4257.440149310594.png
17,_-34443.047936710886_7204.397432925994.png
18,_-9571.904435473522_-3847.647642258623.png
19,_16515.751687950375_10038.947556241003.png
20,_-19597.263340447065_-10415.313776289875.png
21,_4035.927605355018_6018.517038310929.png
22,_25677.933314319976_-11642.054583130739.png
23,_4654.25553020408_-8160.599618604774.png
24,_-4730.078597553104_-11198.424062901939.png
25,_-56.293569079534564_-1810.563485661779.png
26,_2450.947614134462_-4888.805550247588.png
27,_-1945.787140683014_-2415.705807294759.png
28,_9999.077500948093_-2883.9620671304674.png
29,_995.9999999999961_595.9999999999944.png
30,_-17436.38340239334_2383.6457136220465.png
31,_-5490.224041679373_-1899.481769410494.png
32,_57959.84438957329_-10379.238416599595.png
33,_-2594.8962335188708_12348.426075932553.png
34,_33587.40382508289_36497.260770372915.png
35,_-8191.5093680716345_467.991393151529.png
36,_11605.974229037558_17593.634940989003.png
37,_23128.43216676231_24274.975724397114.png
38,_-11982.150599273824_24045.610295963175.png
39,_8640.343352443404_5737.598034435768.png
40,_-15042.43639879152_-11460.602471121007.png
41,_3218.3703343840007_-12500.357486066052.png
42,_21125.01941907968_-12947.417455072906.png
43,_28069.5123495858_-13189.576724325243.png
44,_-12133.888224289585_-1572.392853860375.png
45,_-12212.913207346235_23955.697743239893.png
46,_1682.0280435594516_-3605.404860246269.png
47,_-3498.0441257304446_-20103.35988303398.png
48,_9392.168447844539_-2027.7437715335845.png
49,_-36505.658605619625_-6700.462189039451.png
50,_9601.674563176843_5396.416464473096.png
51,_7590.417000729581_3699.2791700893454.png
52,_28919.85911045341_-6067.221384395099.png
53,_-6488.138674170184_7255.565393700794.png
54,_213.60140576375125_-7794.701992139278.png
55,_-10984.558623595243_-3433.1773751238316.png
56,_-13060.415308804717_-5257.194623223841.png
57,_4168.241760613517_5614.706056000616.png
58,_-5107.638620582189_-4765.639935724479.png
59,_1026.0000000000084_625.9999999999836.png
60,_-24953.763610857128_-11310.865359049025.png
61,_-27110.79124933354_-8086.451147324673.png
62,_3235.0048479079587_11938.175067693768.png
63,_3488.0981479100396_-248.22337144182768.png
64,_-35778.452476611084_-19173.155857315858.png
65,_-9207.456224634703_-28818.21876353688.png
66,_-35977.89447761636_-7350.729770972424.png
67,_21733.524387427067_-1715.7914768190985.png
68,_16749.806636875976_4496.828621490308.png
69,_-30603.64649711613_10928.05667770084.png
70,_-5995.058335134792_9879.43479858409.png
71,_7899.152838738256_-5763.148229503066.png
