,EncryPatchName
0,_20042.06363257159_-14828.670447276754.png
1,_3961.3984531213987_-11266.443163188584.png
2,_-219.02779856025165_2330.2548623775865.png
3,_551.9999999999992_999.0000000000005.png
4,_-8454.237629215542_-11649.52760166956.png
5,_12918.497467538433_13546.335920914682.png
6,_1203.500320801084_-815.6639089797293.png
7,_556.0000000000041_1003.0000000000007.png
8,_-14262.738065152605_13362.964805961179.png
9,_-5354.330265971772_9212.508749482002.png
10,_-502.1401916528091_3597.0223951539324.png
11,_559.9999999999973_1006.9999999999993.png
12,_4894.912061796556_17123.233242985134.png
13,_-9301.565654688062_-7480.401507208102.png
14,_1745.6676694119772_-1095.6133485517903.png
15,_563.9999999999998_1010.9999999999986.png
16,_565_1012.png
17,_566_1013.png
18,_567_1014.png
19,_568_1015.png
